product_number	produkt_name	hersteller	stock	available_stock	active	manufacturer_number	brutto_preis	varianten	created_at
BO0103132M	Winkhaus Doppelzylinder BO 01 blueCompact	Winkhaus	0	0	1	5029235	NULL	81	2023-11-07 00:00:00.000
BO04MK03131M	Winkhaus Knaufzylinder BO 04 MK blueCompact	Winkhaus	0	0	1	5029235	NULL	81	2023-11-07 00:00:00.000
BO0503131M	Winkhaus Doppelzylinder BO 05 blueCompact	Winkhaus	-1	-1	1	5029236	NULL	81	2023-11-07 00:00:00.000
BON0BM	Winkhaus blueCompact Nutzerschlüssel	Winkhaus	0	0	1	5025622	NULL	5	2023-11-08 00:00:00.000
BOZM5F	Individuelle Schließanlage BOZM5F	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
BPM9M	Individuelle Schliessanlage DOM Twinstar Nr: BPM9M	Becker Sicherheitstechnik GmbH	-2	-2	1	NULL	NULL	0	2024-01-07 00:00:00.000
BS51000	Schake Absperrpfosten Typ 4715UZB, umlegbar, zum Aufdübeln, mit Profilzylinder, Stahlrohr 70x70 mm,	Schake	14	14	1	4715UZB	NULL	0	2020-08-23 00:00:00.000
BS52000	CTS Mülltonnenverschluss für Tonnen von 60 bis 360l	CTS	131	131	1	4260071670014	NULL	0	2023-03-09 00:00:00.000
BS52001	CTS Mülltonnenverschluss für Tonnen von 60 bis 360l gleichschließend	CTS	48	48	1	4260071670014	NULL	0	2023-03-09 00:00:00.000
BS52002	Mehrschlüssel CTS Mülltonnenverschluss für Tonnen von 60 bis 360l	CTS	-4	-4	1	NULL	NULL	0	2023-03-09 00:00:00.000
BS88001	Mehrschlüssel Dormakaba smartkey expert plus bei Erstbestellung	Dormakaba	-17	-17	1	expert plus/ZSL/ML	NULL	0	2020-05-26 00:00:00.000
BSN4N	Individuelle Schliessanlage DOM RS Sigma plus Nr: BSN4N	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-04-05 00:00:00.000
BVO4U	Individuelle Schliessanlage DOM RS Sigma plus Nr: BVO4U	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-12-18 00:00:00.000
BXMRAS	Individuelle Schließanlage BXMRAS	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
C0BE6L	Individuelle Schließanlage C0BE6L	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
C2R7T2	Individuelle Schließanlage C2R7T2	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
C9ZYD	Individuelle Schliessanlage DOM RS Sigma plus Nr: C9ZYD	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-05-11 00:00:00.000
CAN7D	Individuelle Schliessanlage DOM RS Sigma plus Nr: CAN7D	Becker Sicherheitstechnik GmbH	-2	-2	1	NULL	NULL	0	2024-08-07 00:00:00.000
CB-10ML	Master Lock kleine Geldkassette CB-10ML	Master Lock	4	4	1	CB-10ML	NULL	0	2020-05-27 00:00:00.000
CB-12ML	Master Lock mittelgroße Geldkassette CB-12ML	Master Lock	4	4	1	CB-12ML	NULL	0	2020-05-09 00:00:00.000
CD4E2	Individuelle Schliessanlage DOM ix Twido Nr: CD4E2	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-08-30 00:00:00.000
CDU5S1BB1111111M	DU5 Doppelzylinder Sperrschließung	CES	0	0	0	NULL	NULL	14400	2019-11-22 00:00:00.000
CEQTGF	Individuelle Schließanlage CEQTGF	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
CFF6O3	Individuelle Schließanlage CFF6O3	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
CHW30300	Master Lock Sicherheitskassette CHW30300EURHRO	Master Lock	0	0	1	NULL	NULL	0	2020-08-23 00:00:00.000
CIEID	Individuelle Schliessanlage DOM ix Twido Nr: CIEID	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-09-11 00:00:00.000
CK18U5	Individuelle Schließanlage CK18U5	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
CM4ER8	Individuelle Schließanlage CM4ER8	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
CNBVI4	Individuelle Schließanlage CNBVI4	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
CNCVO	Individuelle Schliessanlage DOM RS Sigma plus Nr: CNCVO	Becker Sicherheitstechnik GmbH	-1	-1	1	NULL	NULL	0	2023-12-17 00:00:00.000
CPDFSQ	Individuelle Schließanlage CPDFSQ	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
CQ9ER4	Individuelle Schließanlage CQ9ER4	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
CQK8E5	Individuelle Schließanlage CQK8E5	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
CT2WM	Individuelle Schliessanlage DOM Twinstar Nr: CT2WM	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-11-26 00:00:00.000
CTQ6AH	Individuelle Schließanlage CTQ6AH	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
CUX95	Individuelle Schliessanlage  Winkhaus X-TRA Nr: CUX95	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-06-15 00:00:00.000
CVJ34	Individuelle Schliessanlage  Winkhaus X-TRA Nr: CVJ34	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2022-04-22 00:00:00.000
CWVAJ	Individuelle Schliessanlage DOM RS Sigma plus Nr: CWVAJ	Becker Sicherheitstechnik GmbH	-2	-2	1	NULL	NULL	0	2024-06-15 00:00:00.000
CX7MW	Individuelle Schliessanlage DOM ix Twido Nr: CX7MW	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-08-21 00:00:00.000
CY6DW	Individuelle Schliessanlage  Winkhaus X-TRA Nr: CY6DW	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-09-21 00:00:00.000
D48ZO	Individuelle Schliessanlage DOM RS Sigma plus Nr: D48ZO	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-02-06 00:00:00.000
D7M4E	Individuelle Schliessanlage DOM Twinstar Nr: D7M4E	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-07-25 00:00:00.000
D94BOT	Individuelle Schließanlage D94BOT	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
DAL85	Individuelle Schliessanlage  Winkhaus X-TRA Nr: DAL85	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-03-15 00:00:00.000
DC300-EV1	Assa Abloy Türschliesser DC300 EN 3-6 ohne Gestänge silberfarbig	IKON	1	1	1	DC300-----DEV1-	NULL	0	2022-04-13 00:00:00.000
DC500-9016	DC500 Cam-Motion Türschließer weiß ähnlich RAL9016	ASSA ABLOY	6	6	1	DC500-----D9016	NULL	0	2023-05-04 00:00:00.000
DC500-EV1	DC500 Cam-Motion Türschließer silber EV1	ASSA ABLOY	12	12	1	DC500-----DEV1-	NULL	0	2023-05-04 00:00:00.000
DC700--9016	DC700 Cam-Motion Türschließer weiß ähnlich RAL 9016	ASSA ABLOY	5	5	1	DC700-----D9016	NULL	0	2023-05-04 00:00:00.000
DC700--EV1	DC700 Cam-Motion Türschließer silber EV1	ASSA ABLOY	20	20	1	DC700-----DEV1-	NULL	0	2023-05-04 00:00:00.000
DCA120-40	Assa Abloy Montageplatte A120	ASSA ABLOY	46	46	1	DCA120-------40	NULL	0	2023-05-04 00:00:00.000
DCA152	Assa Abloy Rastfeststelleinheit DCA152 f. Gleitsch.	IKON	19	19	1	DCA152---	NULL	0	2023-03-10 00:00:00.000
DCG193--9016	Assa Abloy Standardgleitschiene G193 weiß ähnlich RAL 9016	ASSA ABLOY	14	14	1	DCG193-----9016	NULL	0	2023-05-04 00:00:00.000
DCG193--EV1	Assa Abloy Standardgleitschiene G193	ASSA ABLOY	16	16	1	DCG193-----EV1-	NULL	0	2023-05-04 00:00:00.000
DCG195-9016	Assa Abloy Gleitschiene G195 weiß ähnlich RAL 9016	ASSA ABLOY	8	8	1	DCG195----D9016	NULL	0	2023-05-04 00:00:00.000
DCG195-EV1	Assa Abloy Gleitschiene G195 EV1	ASSA ABLOY	9	9	1	DCG195----DEV1-	NULL	0	2023-05-04 00:00:00.000
DCL190-EV1	Assa Abloy Standardgestänge L190 silber EV1	IKON	6	6	1	DCL190-----EV1-	NULL	0	2022-04-13 00:00:00.000
DFQYN	Individuelle Schliessanlage  Winkhaus X-TRA Nr: DFQYN	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-07-08 00:00:00.000
DH25TU	Individuelle Schließanlage DH25TU	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
DIBI77	Individuelle Schließanlage DIBI77	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
DLIRUE	Individuelle Schließanlage DLIRUE	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
DMT8K	Individuelle Schliessanlage DOM Twinstar Nr: DMT8K	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-09-06 00:00:00.000
DNE9R	Individuelle Schliessanlage  Winkhaus X-TRA Nr: DNE9R	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-03-16 00:00:00.000
DNF0S5	Individuelle Schließanlage DNF0S5	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
DOA2S	Individuelle Schliessanlage DOM Twinstar Nr: DOA2S	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-12-08 00:00:00.000
DRN1S1BBA111111M	RN Doppelzylinder	DOM	-9	-9	1	NULL	NULL	196	2020-09-02 00:00:00.000
DRN1S2B01111111M	RN Halbzylinder	DOM	-9	-9	1	NULL	NULL	14	2020-09-02 00:00:00.000
DRN1S3BB1111111M	RN Knaufzylinder	DOM	0	0	1	NULL	NULL	98	2020-09-02 00:00:00.000
DRS8G1BB1A11111M	RS8 Doppelzylinder G/H/Z	DOM	0	0	0	NULL	NULL	45312	2019-06-15 00:00:00.000
DRS8G2B11A11111M	RS8 Halbzylinder G/H/Z	DOM	0	0	0	NULL	NULL	1440	2019-06-15 00:00:00.000
DRS8G3BBEA11111M	RS8 Knaufzylinder G/H/Z	DOM	0	0	0	NULL	NULL	67968	2019-06-15 00:00:00.000
DRS8MSCHLU	RS8 Mehrschlüssel	DOM	0	0	0	NULL	NULL	0	2019-06-13 00:00:00.000
DRS8S3BBEA11111M	RS8 Knaufzylinder	DOM	0	0	0	NULL	NULL	22656	2019-06-13 00:00:00.000
DTECG1BBEA11111M	ix7 Teco Knaufzylinder G/H/Z	DOM	0	0	0	NULL	NULL	67968	2019-06-17 00:00:00.000
DTECS1xxxxxx111M	ix7 Teco Doppelzylinder	DOM	0	0	1	NULL	NULL	30080	2019-06-13 00:00:00.000
DTWIS1B11111111M	DOM ix Twido Hangschloss 32,5 Bügelhöhe	DOM	0	0	1	NULL	NULL	2	2020-09-02 00:00:00.000
DTWIS1BBA111111M	DOM ix Twido Doppelzylinder	DOM	-7	-7	1	NULL	NULL	364	2020-05-25 00:00:00.000
DTWIS2B01111111M	DOM ix Twido Halbzylinder	DOM	0	0	1	NULL	NULL	30	2020-08-26 00:00:00.000
DTWIS3BB1111111M	DOM ix Twido Knaufzylinder	DOM	-2	-2	1	NULL	NULL	182	2020-08-26 00:00:00.000
DTWSS1BB1111111M	ix TwinStar Doppelzylinder	DOM	-2	-2	1	NULL	NULL	91	2020-09-02 00:00:00.000
DTWSS2B01111111M	ix TwinStar Halbzylinder	DOM	0	0	1	NULL	NULL	13	2020-09-02 00:00:00.000
DTWSS3BB1111111M	ix TwinStar Knaufzylinder	DOM	0	0	1	NULL	NULL	91	2020-09-02 00:00:00.000
DTWSS4xxxxxx111M	TwinStar Hangschloss	DOM	0	0	0	NULL	NULL	4	2019-03-13 00:00:00.000
DTWSS5xxxxxx111M	TwinStar Hebelzylinder	DOM	0	0	1	NULL	NULL	48	2019-03-13 00:00:00.000
DTWSS6xxxxxx111M	Außenzylinder für Kastenzusatzschloss	DOM	0	0	1	NULL	NULL	8	2019-03-13 00:00:00.000
DU6DGP	Individuelle Schließanlage DU6DGP	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
DV9I5J	Individuelle Schließanlage DV9I5J	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
DWSK6	Individuelle Schliessanlage DOM Twinstar Nr: DWSK6	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-06-26 00:00:00.000
DYLYUT	Individuelle Schließanlage DYLYUT	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
DYSR8	Individuelle Schliessanlage DOM ix Twido Nr: DYSR8	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-03-24 00:00:00.000
E1O7P5	Individuelle Schließanlage E1O7P5	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
E300BBB071	Karcher E300B auf Klipprosette 	Karcher GmbH 	5	5	1	NULL	NULL	0	2025-07-04 06:58:43.483
E5D9A	Individuelle Schliessanlage DOM RS Sigma plus Nr: E5D9A	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2022-10-23 00:00:00.000
E76EA	Individuelle Schliessanlage  Winkhaus X-TRA Nr: E76EA	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-08-29 00:00:00.000
E7AAQ	Individuelle Schliessanlage DOM RS Sigma plus Nr: E7AAQ	Becker Sicherheitstechnik GmbH	-1	-1	1	NULL	NULL	0	2022-03-14 00:00:00.000
E9G34Q	Individuelle Schließanlage E9G34Q	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
E9LN7M	Individuelle Schließanlage E9LN7M	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
E9U4IF	Individuelle Schließanlage E9U4IF	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
EC75IB/50	ABUS Vorhangschloss Marine EC75IB/50	Abus	5	5	1	28645	NULL	0	2024-12-23 13:05:36.919
ECE7YP	Individuelle Schließanlage ECE7YP	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
ED-1300-0035F1	Schmalrahmen-Drückergarnitur edi "KRONOS" 1300/0035/01, 92mm PZ, Nuss 8mm, Profiltürgarnitur, F1	EDI	0	0	0	NULL	NULL	0	2020-08-23 00:00:00.000
ED-1300-0035F12	Schmalrahmen-Drückergarnitur edi "KRONOS" 1300/0035/12, 92mm PZ, Nuss 8mm, Profiltürgarnitur, F12	EDI	0	0	0	1300/0035/12	NULL	0	2020-08-23 00:00:00.000
ED-1300-2035F1	Schmalrahmen-Wechselgarnitur edi "KRONOS" 1300/2035/01, 92mm PZ, Nuss 8mm, Profiltürgarnitur, F1	EDI	0	0	0	NULL	NULL	0	2020-08-23 00:00:00.000
ED-1300-2035F12	Schmalrahmen-Wechselgarnitur edi "KRONOS" 1300/2035/12, 92mm PZ, Nuss 8mm, Profiltürgarnitur, F12	EDI	0	0	0	NULL	NULL	0	2020-08-23 00:00:00.000
ED-13000035F1	Schmalrahmen-Drückergarnitur edi "KRONOS" 1300/0035/01, 92 mm PZ, Nuss 8 mm, Profiltürgarnitur, F1	EDI	12	12	1	1300/0035/01	NULL	0	2021-03-25 00:00:00.000
ED-13000035F12	Schmalrahmen-Drückergarnitur edi "KRONOS" 1300/0035/12, 92 mm PZ, Nuss 8 mm, Profiltürgarnitur, F12	EDI	12	12	0	1300/0035/12	NULL	0	2021-03-25 00:00:00.000
ED-13002033EST	EDI Profiltürdrückerlochteil 1300/2033 VA EST	EDI	21	21	1	1300/2033EST	NULL	0	2021-10-05 00:00:00.000
ED-13002033F1	Profiltürdrückerlochteil 1300/2033 Alu.F1	EDI	19	19	1	1300/2033F1	NULL	0	2021-10-05 00:00:00.000
ED-13002033F12	Profiltürdrückerlochteil 1300/2033 Alu.F12	EDI	21	21	1	1300/2033F12	NULL	0	2021-10-05 00:00:00.000
ED-13002035F1	Schmalrahmen-Wechselgarnitur edi "KRONOS" 1300/2035/01, 92 mm PZ, Nuss 8 mm, Profiltürgarnitur, F1	EDI	4	4	1	1300/2035/01	NULL	0	2021-03-25 00:00:00.000
ED-13002035F12	Schmalrahmen-Wechselgarnitur edi "KRONOS" 1300/2035/12, 92 mm PZ, Nuss 8 mm, Profiltürgarnitur, F12	EDI	6	6	0	1300/2035/12	NULL	0	2021-03-25 00:00:00.000
ED-20334020F1	Profiltür-Knopf 2033/4020 Material Alu.F1	EDI	12	12	1	20334020F1	NULL	0	2021-10-05 00:00:00.000
ED-20334020F12	Profiltür-Knopf 2033/4020 Material Alu.F12	EDI	14	14	1	20334020F12	NULL	0	2021-10-05 00:00:00.000
ED-8756077202	Schutz-Wechselgarnitur edi "LANA" 8756/0772/02, PZ 72 mm, Nuss 8 mm, Schild 12 mm, TS 35–45 mm, F2,	EDI	36	36	1	8756/0772	NULL	0	2021-03-25 00:00:00.000
ED-8756079202	Schutz-Wechselgarnitur edi "LANA" 8756/0792/02, PZ 92 mm, Nuss 10 mm, Schild 12 mm, TS 65–75 mm, F2,	EDI	12	12	1	8756/0792	NULL	0	2021-03-25 00:00:00.000
ED-8756720302	Schutz-Drückergarnitur edi "LANA" 8756/7203/02, PZ 72 mm, Nuss 8 mm, Schild 12 mm, TS 35–45 mm, F2,	EDI	24	24	1	8756/7203	NULL	0	2021-03-25 00:00:00.000
ED-8756920302	Schutz-Drückergarnitur edi "LANA" 8756/9203/02, PZ 92 mm, Nuss 10 mm, Schild 12 mm, TS 65–75 mm, F2,	EDI	0	0	1	8756/9203/02	NULL	0	2021-03-25 00:00:00.000
EGKI0	Individuelle Schliessanlage  Winkhaus X-TRA Nr: EGKI0	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-08-18 00:00:00.000
EGXXR	Individuelle Schliessanlage DOM ix Twido Nr: EGXXR	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-11-06 00:00:00.000
EGZU1	Individuelle Schliessanlage DOM ix Twido Nr: EGZU1	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-03-25 00:00:00.000
EH01W	Individuelle Schliessanlage DOM RS Sigma plus Nr: EH01W	Becker Sicherheitstechnik GmbH	0	0	0	NULL	NULL	0	2022-01-24 00:00:00.000
EH1P91	Individuelle Schließanlage EH1P91	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
EHVWS	Individuelle Schliessanlage DOM ix Twido Nr: EHVWS	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-04-10 00:00:00.000
EJDBQ8	Individuelle Schließanlage EJDBQ8	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
EK300RMGF	Karcher Edelstahl-Kugelknopf auf Rahmenrosette	Karcher GmbH 	15	15	1	EK300RMGF R 71	NULL	0	2025-01-13 08:53:37.296
EKRCXL	Individuelle Schließanlage EKRCXL	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
ELK98Y	Individuelle Schließanlage ELK98Y	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
EM150URIMB38M	Salto XS4 EM150	Salto	0	0	1	Ex15x	NULL	48	2024-02-29 00:00:00.000
EM450U00IMB38M	Salto XS4 Original+ Beschlag EM450	Salto	0	0	1	NULL	NULL	48	2024-02-23 00:00:00.000
EM450UROIMB38M	Salto XS4 Original+ Beschlag EM450x DIN RO	Salto	0	0	1	NULL	NULL	48	2024-02-28 00:00:00.000
EM450USHIMB38M	Salto XS4 Original+ Beschlag EM450x DIN SH	Salto	0	0	1	NULL	NULL	48	2024-02-28 00:00:00.000
EM454U70IMB38RM	Salto XS4 Original+ Beschlag EM454x	Salto	0	0	1	NULL	NULL	768	2024-03-08 00:00:00.000
EM456U00IMB38M	Salto XS4 Original+ Beschlag EM456	Salto	0	0	1	NULL	NULL	48	2024-02-23 00:00:00.000
EM456UROIMB38M	Salto XS4 Original+ Beschlag EM456 DIN	Salto	0	0	1	NULL	NULL	48	2024-02-28 00:00:00.000
EM750U00IMB38M	Salto XS4 One Beschlag EM750x	Salto	0	0	1	EM750x	NULL	96	2024-03-01 00:00:00.000
EM750UROIMB38M	Salto XS4 One Beschlag EM750x DIN RO	Salto	0	0	1	NULL	NULL	48	2024-03-01 00:00:00.000
EM750USHIMB38M	Salto XS4 One Beschlag EM750x DIN SH	Salto	0	0	1	NULL	NULL	48	2024-03-01 00:00:00.000
EM9VHA	Individuelle Schließanlage EM9VHA	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
ER16RMF-RL	Karcher Türdrückerlochteil Borkum ER 16	Karcher GmbH 	14	14	1	ER16RMF RL 71	NULL	0	2025-01-10 13:50:37.506
esafe-AB329322M	eSafe Fenix Top Paketkasten	eSafe	0	0	1	AB329322	NULL	3	2025-02-12 08:19:28.046
EV5DYB	Individuelle Schließanlage EV5DYB	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
EV6P2	Individuelle Schliessanlage DOM Twinstar Nr: EV6P2	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-11-08 00:00:00.000
EVPHJR	Individuelle Schließanlage EVPHJR	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
EWSRY3	Individuelle Schließanlage EWSRY3	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
F-6111XL-EV1	Planet Fingerschutzrollo FSR 6000 Quick, L=1925 mm, EV1/schwarz XL-Auszug	Planet	10	10	0	NULL	NULL	0	2020-09-15 00:00:00.000
F2F82J	Individuelle Schließanlage F2F82J	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
F3KRS	Individuelle Schliessanlage DOM Twinstar Nr: F3KRS	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-12-22 00:00:00.000
F3QF6	Individuelle Schliessanlage DOM ix Twido Nr: F3QF6	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-10-08 00:00:00.000
F7QGHO	Individuelle Schließanlage F7QGHO	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
F8I1TT	Individuelle Schließanlage F8I1TT	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
F96M7	Individuelle Schliessanlage  Winkhaus X-TRA Nr: F96M7	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2022-06-25 00:00:00.000
FAAPE	Individuelle Schliessanlage  Winkhaus X-TRA Nr: FAAPE	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-12-25 00:00:00.000
FAFMG	Individuelle Schliessanlage DOM RS Sigma plus Nr: FAFMG	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-09-03 00:00:00.000
FBWLZ0EURHRO	Master Lock Feuerbeständige Dokumententasche	Master Lock	9	9	1	FBWLZ0EURHRO	NULL	0	2022-03-17 00:00:00.000
FCS34	Individuelle Schliessanlage DOM ix Twido Nr: FCS34	Becker Sicherheitstechnik GmbH	-2	-2	1	NULL	NULL	0	2023-11-15 00:00:00.000
FDNW6	Individuelle Schliessanlage  Winkhaus X-TRA Nr: FDNW6	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2022-07-31 00:00:00.000
FEEOIT	Individuelle Schließanlage FEEOIT	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
FEJM0	Individuelle Schliessanlage DOM ix Twido Nr: FEJM0	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-08-13 00:00:00.000
FF6H9D	Individuelle Schließanlage FF6H9D	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
FGE19	Individuelle Schliessanlage  Winkhaus X-TRA Nr: FGE19	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2022-08-18 00:00:00.000
FGIW8	Individuelle Schliessanlage DOM RS Sigma plus Nr: FGIW8	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-09-08 00:00:00.000
FGM7GM	Individuelle Schließanlage FGM7GM	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
FHW40300	Master Lock feuerfeste Sicherheitskassette FHW40300EURHRO	Master Lock	0	0	1	FHW40300EURHRO	NULL	0	2020-05-09 00:00:00.000
FHW40300EURHRO	Master Lock FHW40300EURHRO Große Sicherheitskassette	Master Lock	-1	-1	0	FHW40300EURHRO	NULL	0	2020-05-09 00:00:00.000
FINGREASE	Interflon Fin Grease Sprühdose 300 ml	Interflon	24	24	1	8020	NULL	0	2024-08-19 00:00:00.000
FINSET1	Interflon Set FIN SUPER & FIN GREASE (300ml)	Interflon	4	4	1	NULL	NULL	0	2025-02-21 08:09:48.658
FINSUPER	Interflon Fin Super Sprühdose 300 ml	Interflon	47	47	1	8019	NULL	0	2024-08-19 00:00:00.000
FINSUPER-100ML	Interflon FIN SUPER, Trockenschmiermittel, 100 ml	Interflon	31	31	1	8375	NULL	0	2020-09-15 00:00:00.000
FINSUPER-50ML	Interflon Fin Super Dry Lube 50 ml	Interflon	0	0	1	9869	NULL	0	2023-06-12 00:00:00.000
FJWUM	Individuelle Schliessanlage  Winkhaus X-TRA Nr: FJWUM	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-03-11 00:00:00.000
FKJBJ3	Individuelle Schließanlage FKJBJ3	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
FL7JB	Individuelle Schliessanlage DOM RS Sigma plus Nr: FL7JB	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-03-07 00:00:00.000
FNR2H7	Individuelle Schließanlage FNR2H7	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
FOAMCLEAN	Interflon Foam Clean (aerosol) 500ml	Interflon	28	28	1	9195	NULL	0	2024-12-05 13:12:13.805
FODJSQ	Individuelle Schließanlage FODJSQ	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
FPL7F	Individuelle Schliessanlage  Winkhaus X-TRA Nr: FPL7F	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2022-10-18 00:00:00.000
FPQ2V1	Individuelle Schließanlage FPQ2V1	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
FPW082FTCML	Master Lock FPW082FTCML Sicherheitssafe	Master Lock	3	3	1	FPW0802FTCML	NULL	0	2020-05-09 00:00:00.000
FRIPA1026	Einbausicherung 50mm Stahl 6 Schlüssel	ISEO	26	26	1	NULL	NULL	0	2020-09-15 00:00:00.000
FRIPA1028	Einbausicherung 50mm Stahl 3 Schlüssel	ISEO	43	43	1	4012529900019	NULL	0	2020-09-09 00:00:00.000
FTAWR	Individuelle Schliessanlage DOM RS Sigma plus Nr: FTAWR	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-07-27 00:00:00.000
FUE90923510	Hauptersatzschloss, Entfernung 92 mm, Dorn 35 mm, Fuhr Version Multisafe 855	Fuhr	4	4	0	NULL	NULL	0	2021-03-08 00:00:00.000
FUE90924010	Hauptersatzschloss, Entfernung 92 mm, Dorn 40 mm, Fuhr Version Multisafe 855	Fuhr	3	3	0	NULL	NULL	0	2021-03-08 00:00:00.000
FUE90924510	Hauptersatzschloss, Entfernung 92 mm, Dorn 45 mm, Fuhr Version Multisafe 855	Fuhr	6	6	0	NULL	NULL	0	2021-03-08 00:00:00.000
